player_key,player,squad,src_league,pos,season,age,n_real_seasons,forecast_1y_eur,forecast_2y_eur
kamil grosicki,Kamil Grosicki,West Brom,ENG1,MF,2020-21,32.0,1,1012822.0,801525.0
kamil jozwiak,Kamil Jóźwiak,Granada,ESP1,MF,2023-24,25.0,1,2943753.0,3065642.0
kamil piatkowski,Kamil Piątkowski,Granada,ESP1,DF,2023-24,23.0,1,3582039.0,3852951.0
kamory doumbia,Kamory Doumbia,Brest,FRA1,MF,2026-27,23.0,6,6597144.0,6590235.0
kaoru mitoma,Kaoru Mitoma,Brighton,ENG1,MF,2025-26,28.0,4,14628205.0,10243160.0
karamoko dembele,Karamoko Dembele,Brest,FRA1,MF,2023-24,20.0,2,1031920.0,1477723.0
kareem tunde,Kareem Tunde,Levante,ESP1,FW,2026-27,21.0,2,2962642.0,3582813.0
karim adeyemi,Karim Adeyemi,Barcelona,ESP1,MF,2026-27,24.0,5,34276101.0,25764643.0
karim aribi,Karim Aribi,Nimes,FRA1,FW,2020-21,26.0,1,1581441.0,1794721.0
karim azamoum,Karim Azamoum,Troyes,FRA1,DF,2021-22,31.0,1,592967.0,536243.0
karim bellarabi,Karim Bellarabi,Leverkusen,GER1,MF,2022-23,32.0,3,2000459.0,1429468.0
karim benzema,Karim Benzema,Real Madrid,ESP1,FW,2022-23,34.0,3,11900819.0,6108395.0
karim coulibaly,Karim Coulibaly,Strasbourg,FRA1,MF,2026-27,33.0,1,7800631.0,4187211.0
karim onisiwo,Karim Onisiwo,Mainz 05,GER1,MF,2024-25,32.0,5,887557.0,716442.0
karim rekik,Karim Rekik,Sevilla,ESP1,DF,2022-23,27.0,3,3824963.0,3395160.0
karim zedadka,Karim Zedadka,Napoli,ITA1,MF,2022-23,22.0,1,1011264.0,1382264.0
karl darlow,Karl Darlow,Leeds United,ENG1,GK,2025-26,34.0,3,295914.0,253704.0
karl etta eyong,Karl Etta Eyong,Villarreal,ESP1,FW,2025-26,21.0,4,7429079.0,7826931.0
karl hein,Karl Hein,Werder Bremen,GER1,GK,2026-27,24.0,1,3523212.0,3671436.0
karl jakob hein,Karl Jakob Hein,Werder Bremen,GER1,GK,2025-26,23.0,2,3556111.0,3811460.0
karl johan johnsson,Karl-Johan Johnsson,Strasbourg,FRA1,GK,2025-26,35.0,2,203851.0,169964.0
karl toko ekambi,Karl Toko Ekambi,Lyon,FRA1,FW,2022-23,30.0,3,9889411.0,6919358.0
karlan grant,Karlan Grant,West Brom,ENG1,FW,2020-21,22.0,1,8198870.0,8322817.0
karlo letica,Karlo Letica,Sampdoria,ITA1,GK,2020-21,23.0,1,1385739.0,1710770.0
karlo lulic,Karlo Lulic,Frosinone,ITA1,MF,2023-24,27.0,1,968194.0,1078682.0
karol fila,Karol Fila,Strasbourg,FRA1,MF,2024-25,26.0,3,1103502.0,1270068.0
karol linetty,Karol Linetty,Torino,ITA1,MF,2024-25,29.0,5,2132730.0,1873501.0
karol mets,Karol Mets,St Pauli,GER1,DF,2025-26,32.0,2,684145.0,560383.0
kasey mcateer,Kasey McAteer,Ipswich Town,ENG1,MF,2026-27,25.0,3,4597213.0,4477913.0
kasper dolberg,Kasper Dolberg,Hoffenheim,GER1,FW,2022-23,24.0,4,15918541.0,13797171.0
kasper schmeichel,Kasper Schmeichel,Nice,FRA1,GK,2022-23,36.0,3,1637203.0,913878.0
kastriot dermaku,Kastriot Dermaku,Lecce,ITA1,MF,2022-23,30.0,2,837547.0,791579.0
kaua prates,Kauã Prates,Dortmund,GER1,DF,2026-27,18.0,1,9253868.0,9705749.0
kaua santos,Kauã Santos,Frankfurt,GER1,GK,2025-26,22.0,2,5111382.0,5317424.0
kaye furo,Kaye Furo,Brentford,ENG1,FW,2025-26,18.0,1,7780427.0,8469479.0
kayky chagas,Kayky Chagas,Manchester City,ENG1,MF,2021-22,18.0,1,11478036.0,11797292.0
kays ruiz atil,Kays Ruiz-Atil,Auxerre,FRA1,MF,2022-23,20.0,2,2954790.0,3613612.0
kazeem olaigbe,Kazeem Olaigbe,Rennes,FRA1,FW,2024-25,21.0,1,6006514.0,6533199.0
keagan dolly,Keagan Dolly,Montpellier,FRA1,MF,2020-21,27.0,1,1648747.0,1695924.0
kean bryan,Kean Bryan,Sheffield United,ENG1,DF,2020-21,23.0,1,3086907.0,3395298.0
keanan bennetts,Keanan Bennetts,Gladbach,GER1,MF,2021-22,22.0,1,2036193.0,2505833.0
keane lewis potter,Keane Lewis-Potter,Brentford,ENG1,DF,2026-27,25.0,5,18021261.0,14024763.0
keidi bare,Keidi Bare,Espanyol,ESP1,MF,2022-23,24.0,2,4463809.0,4555449.0
keinan davis,Keinan Davis,Udinese,ITA1,FW,2026-27,28.0,6,5076549.0,4397454.0
keisuke goto,Keisuke Gotō,Freiburg,GER1,FW,2026-27,21.0,1,9084431.0,9286453.0
keita endo,Keita Endo,Union Berlin,GER1,FW,2021-22,23.0,2,1612014.0,2032987.0
keita kosugi,Keita Kosugi,Frankfurt,GER1,DF,2026-27,20.0,1,5815251.0,6332842.0
keke topp,Keke Topp,Werder Bremen,GER1,FW,2025-26,21.0,2,4386531.0,5001495.0
kelechi iheanacho,Kelechi Iheanacho,Sevilla,ESP1,FW,2024-25,27.0,4,8196647.0,6945782.0
kelechi nwakali,Kelechi Nwakali,Huesca,ESP1,MF,2020-21,22.0,1,2036193.0,2505833.0
kelvin yeboah,Kelvin Yeboah,Montpellier,FRA1,MF,2023-24,23.0,3,5169356.0,5356355.0
kelyan guessoum,Kelyan Guessoum,Nimes,FRA1,DF,2020-21,21.0,1,1268525.0,1695686.0
ken sema,Ken Sema,Watford,ENG1,MF,2021-22,27.0,1,3037018.0,2850398.0
kenan karaman,Kenan Karaman,Schalke 04,GER1,FW,2026-27,32.0,2,1398573.0,1150119.0
kenan kodro,Kenan Kodro,Athletic Club,ESP1,FW,2020-21,26.0,2,1401006.0,1619108.0
kenedy,Kenedy,Valladolid,ESP1,FW,2024-25,28.0,4,900000.0,1200000.0
kenji van boto,Kenji-Van Boto,Auxerre,FRA1,DF,2022-23,26.0,1,1584891.0,1692857.0
kenneth schmidt,Kenneth Schmidt,Freiburg,GER1,DF,2023-24,21.0,2,1966473.0,2461364.0
kenny lala,Kenny Lala,Brest,FRA1,DF,2026-27,35.0,5,750921.0,466674.0
kenny mclean,Kenny McLean,Norwich City,ENG1,MF,2021-22,29.0,1,2583412.0,2205074.0
kenny tete,Kenny Tete,Fulham,ENG1,DF,2025-26,29.0,6,5626002.0,4177337.0
kento shiogai,Kento Shiogai,Wolfsburg,GER1,MF,2025-26,20.0,1,8202703.0,8607110.0
kepa arrizabalaga,Kepa Arrizabalaga,Arsenal,ENG1,GK,2025-26,30.0,6,5572430.0,4093828.0
kerem demirbay,Kerem Demirbay,Leverkusen,GER1,MF,2022-23,29.0,3,9892848.0,6903697.0
kerim calhanoglu,Kerim Calhanoglu,Schalke 04,GER1,DF,2022-23,19.0,2,1661649.0,2224393.0
kervin arriaga,Kervin Arriaga,Levante,ESP1,MF,2025-26,27.0,1,2617223.0,2511828.0
keven schlotterbeck,Keven Schlotterbeck,Augsburg,GER1,DF,2025-26,28.0,7,3601087.0,3044144.0
kevin,Kevin,Fulham,ENG1,MF,2026-27,23.0,2,20560833.0,17319404.0
kevin agudelo,Kevin Agudelo,Spezia,ITA1,MF,2022-23,24.0,3,3887722.0,4050628.0
kevin akpoguma,Kevin Akpoguma,Hoffenheim,GER1,DF,2025-26,30.0,6,1725796.0,1429773.0
kevin behrens,Kevin Behrens,Wolfsburg,GER1,FW,2024-25,33.0,5,834691.0,689590.0
kevin bonifazi,Kevin Bonifazi,Lecce,ITA1,MF,2024-25,28.0,5,1579791.0,1544654.0
kevin danois,Kevin Danois,Auxerre,FRA1,MF,2026-27,22.0,4,10285320.0,9927530.0
kevin danso,Kevin Danso,Sunderland,ENG1,DF,2026-27,28.0,7,12633095.0,8846673.0
kevin de bruyne,Kevin De Bruyne,Napoli,ITA1,MF,2026-27,35.0,7,5873422.0,2751026.0
kevin denkey,Kevin Denkey,Nimes,FRA1,FW,2020-21,20.0,1,3447059.0,4148152.0
kevin diks,Kevin Diks,Gladbach,GER1,DF,2026-27,30.0,2,3231290.0,2436663.0
kevin gameiro,Kevin Gameiro,Strasbourg,FRA1,FW,2023-24,36.0,4,678685.0,452290.0
kevin kampl,Kevin Kampl,RB Leipzig,GER1,MF,2025-26,34.0,6,1466087.0,927024.0
kevin lasagna,Kevin Lasagna,Verona,ITA1,FW,2022-23,30.0,3,3154206.0,2619554.0
kevin long,Kevin Long,Burnley,ENG1,DF,2021-22,30.0,2,960634.0,868961.0
kevin malcuit,Kevin Malcuit,Napoli,ITA1,DF,2021-22,30.0,2,1454944.0,1236646.0
kevin mbabu,Kevin Mbabu,Augsburg,GER1,DF,2023-24,28.0,4,5018122.0,4036051.0
kevin mohwald,Kevin Möhwald,Union Berlin,GER1,MF,2021-22,28.0,2,2019756.0,1903380.0
kevin monnet paquet,Kevin Monnet-Paquet,Saint-Etienne,FRA1,MF,2020-21,32.0,1,944122.0,755071.0
kevin muller,Kevin Müller,Heidenheim,GER1,GK,2024-25,33.0,2,669846.0,549754.0
kevin ndoram,Kevin N'Doram,Metz,FRA1,MF,2023-24,27.0,3,1775942.0,1806507.0
kevin omoruyi,Kevin Omoruyi,Cagliari,ITA1,MF,2026-27,25.0,2,4416339.0,4327712.0
kevin paredes,Kevin Paredes,Wolfsburg,GER1,MF,2025-26,22.0,5,5302920.0,5653195.0
kevin prince boateng,Kevin-Prince Boateng,Hertha BSC,GER1,MF,2022-23,35.0,2,544885.0,364583.0
kevin rodrigues,Kévin Rodrigues,Rayo Vallecano,ESP1,DF,2021-22,27.0,2,2398070.0,2283020.0
kevin ruegg,Kevin Ruegg,Verona,ITA1,DF,2020-21,22.0,1,6124176.0,6283778.0
kevin schade,Kevin Schade,Brentford,ENG1,MF,2026-27,25.0,7,21746853.0,16778079.0
kevin sessa,Kevin Sessa,Heidenheim,GER1,MF,2023-24,23.0,1,3676001.0,4008830.0
kevin spadanuda,Kevin Spadanuda,Ajaccio,FRA1,MF,2022-23,25.0,1,1244868.0,1475061.0
kevin stoger,Kevin Stöger,Gladbach,GER1,MF,2026-27,33.0,7,953021.0,701215.0
kevin strootman,Kevin Strootman,Genoa,ITA1,MF,2023-24,33.0,4,870478.0,649245.0
kevin trapp,Kevin Trapp,Paris FC,FRA1,GK,2026-27,36.0,7,1044320.0,623605.0
kevin vazquez,Kevin Vázquez,Celta Vigo,ESP1,DF,2023-24,30.0,4,925298.0,841716.0
kevin vogt,Kevin Vogt,Union Berlin,GER1,DF,2024-25,32.0,6,1112085.0,846888.0
kevin volland,Kevin Volland,Union Berlin,GER1,FW,2024-25,32.0,5,2100000.0,1957128.0
kevin zohi,Kevin Zohi,Strasbourg,FRA1,MF,2020-21,24.0,1,3070678.0,3314596.0
keylor navas,Keylor Navas,Paris Saint Germain,FRA1,GK,2023-24,37.0,4,1509408.0,776613.0
khalil fayad,Khalil Fayad,Montpellier,FRA1,FW,2024-25,20.0,2,4806798.0,5503016.0
khanya leshabela,Khanya Leshabela,Leicester City,ENG1,MF,2020-21,20.0,1,300000.0,400000.0
khvicha kvaratskhelia,Khvicha Kvaratskhelia,Paris Saint Germain,FRA1,FW,2026-27,25.0,6,79711238.0,52332813.0
ki jana hoever,Ki-Jana Hoever,Wolves,ENG1,MF,2025-26,23.0,4,5171441.0,5358191.0
kieffer moore,Kieffer Moore,Bournemouth,ENG1,DF,2023-24,30.0,2,2139127.0,1716039.0
kieran dowell,Kieran Dowell,Norwich City,ENG1,MF,2021-22,23.0,1,3676001.0,4008830.0
kieran gibbs,Kieran Gibbs,West Brom,ENG1,DF,2020-21,30.0,1,2246721.0,1789133.0
kieran tierney,Kieran Tierney,Arsenal,ENG1,DF,2024-25,27.0,5,11631275.0,8737965.0
kieran trippier,Kieran Trippier,Newcastle,ENG1,DF,2025-26,34.0,7,2042794.0,1198220.0
kiernan dewsbury hall,Kiernan Dewsbury-Hall,Everton,ENG1,MF,2026-27,28.0,5,16476781.0,11333475.0
kike,Kiké,Espanyol,ESP1,FW,2025-26,35.0,6,545246.0,409441.0
kike barja,Kike Barja,Osasuna,ESP1,MF,2026-27,29.0,7,1256000.0,1194537.0
kike hermoso,Kike Hermoso,Real Betis,ESP1,DF,2021-22,21.0,1,600000.0,800000.0
kike perez,Kike Perez,Venezia,ITA1,MF,2026-27,29.0,7,1610276.0,1475448.0
kike salas,Kike Salas,Sevilla,ESP1,DF,2026-27,24.0,5,8239020.0,7528232.0
kiki kouyate,Kiki Kouyate,Montpellier,FRA1,DF,2024-25,27.0,5,3295666.0,2991429.0
kiko casilla,Kiko Casilla,Elche,ESP1,GK,2021-22,34.0,2,563737.0,438784.0
kiko femenia,Kiko Femenía,Getafe,ESP1,MF,2026-27,35.0,6,427165.0,296444.0
kiko olivas,Kiko Olivas,Valladolid,ESP1,DF,2020-21,31.0,1,1092254.0,901282.0
kilian fischer,Kilian Fischer,Wolfsburg,GER1,DF,2025-26,24.0,4,3597365.0,3722079.0
kilian ludewig,Kilian Ludewig,Schalke 04,GER1,MF,2020-21,20.0,1,2687146.0,3333431.0
kiliann sildillia,Kiliann Sildillia,Freiburg,GER1,DF,2024-25,22.0,4,6797408.0,6866290.0
kim min jae,Kim Min-jae,Bayern Munich,GER1,DF,2026-27,30.0,4,12930794.0,7919677.0
kimberly ezekwem,Kimberly Ezekwem,Freiburg,GER1,DF,2022-23,21.0,1,900000.0,1200000.0
kingsley coman,Kingsley Coman,Bayern Munich,GER1,MF,2024-25,28.0,5,28241732.0,17917574.0
kingsley ehizibue,Kingsley Ehizibue,Genoa,ITA1,DF,2026-27,31.0,8,1085403.0,896475.0
kingsley fobi,Kingsley Fobi,Granada,ESP1,DF,2020-21,21.0,1,300000.0,400000.0
kingsley michael,Kingsley Michael,Bologna,ITA1,MF,2021-22,22.0,1,1105416.0,1490916.0
kingsley schindler,Kingsley Schindler,Köln,GER1,MF,2022-23,29.0,2,910776.0,908988.0
kirian rodriguez,Kirian Rodríguez,Las Palmas,ESP1,MF,2024-25,28.0,2,2644129.0,2393105.0
kiril despodov,Kiril Despodov,Cagliari,ITA1,FW,2020-21,24.0,1,4117236.0,4371064.0
kjell arik watjen,Kjell-Arik Wätjen,Dortmund,GER1,MF,2024-25,18.0,2,3334300.0,4125236.0
kjell scherpen,Kjell Scherpen,Ipswich Town,ENG1,GK,2026-27,26.0,1,6350816.0,5626856.0
kjetil haug,Kjetil Haug,Toulouse,FRA1,MF,2025-26,27.0,2,666155.0,784991.0
klaas jan huntelaar,Klaas-Jan Huntelaar,Schalke 04,GER1,FW,2020-21,36.0,1,587871.0,400303.0
klauss,Klauss,Hoffenheim,GER1,FW,2020-21,23.0,1,5518188.0,5786265.0
ko itakura,Ko Itakura,Gladbach,GER1,DF,2026-27,29.0,4,5800600.0,4287278.0
koba koindredi,Koba Koindredi,Valencia,ESP1,MF,2021-22,19.0,2,1442108.0,1998352.0
kobbie mainoo,Kobbie Mainoo,Manchester Utd,ENG1,MF,2026-27,21.0,4,59974996.0,45664561.0
koen casteels,Koen Casteels,Wolfsburg,GER1,GK,2023-24,31.0,4,5523341.0,3810997.0
koffi djidji,Koffi Djidji,Torino,ITA1,DF,2023-24,31.0,4,1644038.0,1275883.0
kofi amoako,Kofi Amoako,Wolfsburg,GER1,MF,2023-24,18.0,1,1072727.0,1573297.0
koji miyoshi,Koji Miyoshi,Bochum,GER1,MF,2024-25,27.0,1,2160470.0,2133985.0
koke,Koke,Atlético Madrid,ESP1,MF,2026-27,34.0,7,3127027.0,1764889.0
koke vegas,Koke Vegas,Levante,ESP1,GK,2020-21,24.0,1,1091408.0,1355898.0
koki machida,Koki Machida,Hoffenheim,GER1,DF,2025-26,27.0,1,5252083.0,4445380.0
komnen andric,Komnen Andric,Clermont Foot,FRA1,FW,2023-24,28.0,2,1411561.0,1481538.0
koni de winter,Koni de Winter,AC Milan,ITA1,DF,2026-27,24.0,5,15477555.0,12866066.0
konrad de la fuente,Konrad De la Fuente,Marseille,FRA1,FW,2021-22,20.0,1,6728749.0,7324323.0
konrad laimer,Konrad Laimer,Bayern Munich,GER1,DF,2026-27,29.0,7,17255240.0,10829602.0
konstantinos koulierakis,Konstantinos Koulierakis,Roma,ITA1,MF,2026-27,23.0,3,22244080.0,18517427.0
konstantinos mavropanos,Konstantinos Mavropanos,West Ham,ENG1,DF,2025-26,27.0,6,11996563.0,8970680.0
konstantinos tsimikas,Konstantinos Tsimikas,Roma,ITA1,DF,2025-26,29.0,1,3672103.0,2906747.0
koray gunter,Koray Gunter,Sampdoria,ITA1,DF,2022-23,28.0,3,3923602.0,3274379.0
kortney hause,Kortney Hause,Aston Villa,ENG1,DF,2021-22,26.0,2,4212486.0,3885784.0
kos karetsas,Kos Karetsas,Dortmund,GER1,MF,2026-27,19.0,1,21243432.0,19663688.0
kosta nedeljkovic,Kosta Nedeljković,RB Leipzig,GER1,DF,2025-26,19.0,3,9416084.0,9717240.0
kostas stafylidis,Kostas Stafylidis,Bochum,GER1,DF,2022-23,28.0,2,1805441.0,1692748.0
kostas tsimikas,Kostas Tsimikas,Liverpool,ENG1,DF,2026-27,30.0,6,5348994.0,3739877.0
kota takai,Kōta Takai,Gladbach,GER1,DF,2025-26,20.0,1,5894104.0,6405759.0
kouakou gadou,Kouakou Gadou,Dortmund,GER1,DF,2026-27,19.0,1,13961217.0,13581193.0
krepin diatta,Krepin Diatta,Monaco,FRA1,DF,2025-26,26.0,6,7362649.0,6245970.0
kristian pedersen,Kristian Pedersen,Köln,GER1,DF,2022-23,27.0,1,3308605.0,3001409.0
kristian thorstvedt,Kristian Thorstvedt,Sassuolo,ITA1,MF,2026-27,27.0,4,8047505.0,6525855.0
kristijan bistrovic,Kristijan Bistrovic,Lecce,ITA1,MF,2022-23,24.0,1,3563206.0,3761372.0
kristijan jakic,Kristijan Jakić,Augsburg,GER1,MF,2025-26,28.0,6,4958838.0,4084082.0
kristjan asllani,Kristjan Asllani,Torino,ITA1,MF,2025-26,23.0,5,13835558.0,12367888.0
kristoffer ajer,Kristoffer Ajer,Brentford,ENG1,DF,2026-27,28.0,6,12852552.0,8977132.0
kristoffer askildsen,Kristoffer Askildsen,Lecce,ITA1,MF,2022-23,21.0,3,2261185.0,2815078.0
kristoffer klaesson,Kristoffer Klaesson,Leeds United,ENG1,GK,2021-22,20.0,1,2728299.0,3227647.0
kristoffer lund,Kristoffer Lund,Köln,GER1,DF,2025-26,23.0,1,4900160.0,5028767.0
krzysztof piatek,Krzysztof Piatek,Salernitana,ITA1,FW,2022-23,27.0,4,10143543.0,8325140.0
kuki,Kuki,Valladolid,ESP1,MF,2020-21,22.0,1,750000.0,1000000.0
kurt zouma,Kurt Zouma,West Ham,ENG1,DF,2023-24,28.0,4,17204454.0,11502478.0
kwadwo asamoah,Kwadwo Asamoah,Cagliari,ITA1,DF,2020-21,32.0,1,967483.0,752326.0
kwasi sibo,Kwasi Sibo,Oviedo,ESP1,MF,2025-26,27.0,1,2063349.0,2052164.0
kwon chang hoon,Kwon Chang-hoon,Freiburg,GER1,FW,2020-21,26.0,1,2913039.0,3016450.0
kyle bartley,Kyle Bartley,West Brom,ENG1,DF,2020-21,29.0,1,2481608.0,2083305.0
kyle edwards,Kyle Edwards,West Brom,ENG1,MF,2020-21,22.0,1,2036193.0,2505833.0
kyle walker,Kyle Walker,Burnley,ENG1,DF,2025-26,35.0,7,1913066.0,1033307.0
kyle walker peters,Kyle Walker-Peters,West Ham,ENG1,DF,2025-26,28.0,5,10232146.0,7395514.0
kylian mbappe,Kylian Mbappé,Real Madrid,ESP1,FW,2026-27,28.0,3,96193873.0,53597353.0
ladislav krejci,Ladislav Krejčí,Girona,ESP1,DF,2025-26,26.0,3,14408647.0,11052248.0
lago junior,Lago Junior,Mallorca,ESP1,FW,2022-23,31.0,2,1212376.0,1090506.0
lamare bogarde,Lamare Bogarde,Aston Villa,ENG1,DF,2026-27,22.0,3,13727631.0,12479194.0
lameck banda,Lameck Banda,Lecce,ITA1,FW,2025-26,24.0,4,3421703.0,3734894.0
lamine fomba,Lamine Fomba,Saint-Etienne,FRA1,MF,2024-25,26.0,2,1182827.0,1347265.0
lamine ghezali,Lamine Ghezali,Saint-Etienne,FRA1,DF,2021-22,22.0,1,750000.0,1000000.0
lamine gueye,Lamine Gueye,Metz,FRA1,FW,2021-22,23.0,2,3780192.0,4195251.0
lamine kone,Lamine Kone,Strasbourg,FRA1,DF,2020-21,31.0,1,1233420.0,999379.0
lamine yamal,Lamine Yamal,Barcelona,ESP1,MF,2026-27,19.0,4,179401066.0,120579996.0
lancinet kourouma,Lancinet Kourouma,Girona,ESP1,FW,2025-26,21.0,1,1294065.0,1771983.0
lander astiazaran,Lander Astiazaran,Real Sociedad,ESP1,MF,2025-26,19.0,1,3728482.0,4480498.0
lander pinillos,Lander Pinillos,Alavés,ESP1,MF,2025-26,21.0,1,600000.0,800000.0
landry dimata,Landry Dimata,Espanyol,ESP1,FW,2021-22,23.0,1,3424548.0,3857306.0
largie ramazani,Largie Ramazani,Valencia,ESP1,MF,2025-26,24.0,3,6454049.0,6232163.0
lars bender,Lars Bender,Leverkusen,GER1,DF,2020-21,31.0,1,3403289.0,2368099.0
lars ritzka,Lars Ritzka,St Pauli,GER1,MF,2025-26,27.0,2,1244050.0,1334865.0
lars stindl,Lars Stindl,Gladbach,GER1,MF,2022-23,33.0,3,1642266.0,1113631.0
lassana coulibaly,Lassana Coulibaly,Lecce,ITA1,MF,2026-27,30.0,7,1608263.0,1378287.0
lasse gunther,Lasse Günther,Augsburg,GER1,MF,2021-22,18.0,1,1975979.0,2644295.0
lasse riess,Lasse Rieß,Mainz 05,GER1,GK,2025-26,24.0,2,762303.0,999416.0
lasse rosenboom,Lasse Rosenboom,Holstein Kiel,GER1,MF,2024-25,22.0,1,2668167.0,3153096.0
lassine sinayoko,Lassine Sinayoko,Paris FC,FRA1,FW,2026-27,27.0,4,5974803.0,5308910.0
laszlo benes,László Bénes,Union Berlin,GER1,MF,2024-25,26.0,4,3149579.0,3097309.0
laurens serpe,Laurens Serpe,Genoa,ITA1,DF,2021-22,20.0,1,600000.0,800000.0
laurent abergel,Laurent Abergel,Lorient,FRA1,MF,2025-26,32.0,5,1257656.0,963478.0
laurent koscielny,Laurent Koscielny,Bordeaux,FRA1,DF,2020-21,35.0,1,1451535.0,817170.0
lautaro martinez,Lautaro Martinez,Inter,ITA1,FW,2026-27,29.0,7,52603489.0,30386262.0
lautaro valenti,Lautaro Valenti,Parma Calcio 1913,ITA1,MF,2026-27,27.0,4,1950264.0,1956161.0
layvin kurzawa,Layvin Kurzawa,Paris Saint Germain,FRA1,MF,2023-24,31.0,3,2229888.0,1693150.0
lazar jovanovic,Lazar Jovanović,Stuttgart,GER1,FW,2025-26,18.0,1,4483895.0,5301649.0
lazar samardzic,Lazar Samardzic,Atalanta,ITA1,MF,2026-27,24.0,7,12681842.0,11065891.0
lazaro,Lázaro,Almería,ESP1,MF,2023-24,21.0,1,4736626.0,5277804.0
leander dendoncker,Leander Dendoncker,Oviedo,ESP1,MF,2025-26,30.0,7,4344017.0,3207334.0
leandro antonetti,Leandro Antonetti,Sevilla,ESP1,FW,2024-25,21.0,1,900000.0,1200000.0
leandro barreiro martins,Leandro Barreiro Martins,Mainz 05,GER1,MF,2023-24,23.0,4,11460737.0,10538505.0
leandro cabrera,Leandro Cabrera,Espanyol,ESP1,DF,2025-26,34.0,4,680922.0,470954.0
leandro chichizola,Leandro Chichizola,Parma Calcio 1913,ITA1,GK,2024-25,34.0,1,325561.0,275153.0
leandro paredes,Leandro Paredes,Roma,ITA1,MF,2024-25,30.0,6,6018748.0,4231717.0
leandro sanca,Leandro Sanca,Spezia,ITA1,FW,2022-23,22.0,1,1112759.0,1524124.0
leandro trossard,Leandro Trossard,Arsenal,ENG1,FW,2025-26,30.0,7,13121849.0,8799677.0
lebo mothiba,Lebo Mothiba,Strasbourg,FRA1,FW,2023-24,27.0,3,1867798.0,1975881.0
lee buchanan,Lee Buchanan,Werder Bremen,GER1,MF,2022-23,21.0,1,4736626.0,5277804.0
lee jae sung,Lee Jae-sung,Mainz 05,GER1,MF,2026-27,34.0,6,870044.0,594929.0
lee kang in,Lee Kang-in,Atlético Madrid,ESP1,FW,2026-27,25.0,4,16625869.0,13808585.0
lee peltier,Lee Peltier,West Brom,ENG1,DF,2020-21,33.0,1,460174.0,368366.0
leif davis,Leif Davis,Ipswich Town,ENG1,DF,2026-27,27.0,3,11855017.0,8880633.0
lennard maloney,Lennard Maloney,Mainz 05,GER1,DF,2025-26,25.0,5,2777386.0,2861336.0
lennart czyborra,Lennart Czyborra,Genoa,ITA1,DF,2020-21,21.0,1,4641918.0,5107802.0
lennart grill,Lennart Grill,Union Berlin,GER1,GK,2022-23,23.0,3,1517326.0,1847904.0
lennart karl,Lennart Karl,Bayern Munich,GER1,MF,2026-27,18.0,2,46689227.0,38880251.0
lennart marten czyborra,Lennart-Marten Czyborra,Arminia,GER1,DF,2021-22,22.0,1,3466866.0,3874153.0
lenny joseph,Lenny Joseph,Metz,FRA1,FW,2021-22,21.0,1,1294065.0,1771983.0
lenny lacroix,Lenny Lacroix,Metz,FRA1,DF,2021-22,18.0,1,1954783.0,2588738.0
leny yoro,Leny Yoro,Manchester Utd,ENG1,DF,2026-27,21.0,6,26750801.0,22634840.0
leo baptistao,Léo Baptistão,Almería,ESP1,FW,2023-24,30.0,2,2137749.0,1882063.0
leo duarte,Leo Duarte,AC Milan,ITA1,DF,2020-21,24.0,1,3179966.0,3351644.0
leo dubois,Leo Dubois,Lyon,FRA1,DF,2021-22,27.0,2,8925552.0,6976971.0
leo fuhr hjelde,Leo Fuhr Hjelde,Leeds United,ENG1,DF,2021-22,17.0,1,1631925.0,2239825.0
leo greiml,Leo Greiml,Schalke 04,GER1,DF,2022-23,21.0,1,3709188.0,4221124.0
leo jardim,Leo Jardim,Lille,FRA1,GK,2022-23,27.0,2,3775095.0,3459366.0
leo leroy,Leo Leroy,Montpellier,FRA1,MF,2023-24,23.0,3,1685308.0,2065978.0
leo ostigard,Leo ostigard,Genoa,ITA1,DF,2026-27,27.0,7,7908633.0,6295254.0
leo petrot,Léo Pétrot,Elche,ESP1,DF,2025-26,28.0,3,1145963.0,1150248.0
leo roman,Leo Román,Mallorca,ESP1,GK,2025-26,25.0,4,2919946.0,3023704.0
leo sauer,Leo Sauer,Stuttgart,GER1,FW,2026-27,21.0,1,7154589.0,7580428.0
leo scienza,Léo Scienza,Heidenheim,GER1,MF,2025-26,26.0,2,6108903.0,5439246.0
leo sena,Leo Sena,Spezia,ITA1,MF,2020-21,25.0,1,2943753.0,3065642.0
leo stulac,Leo Stulac,Empoli,ITA1,MF,2021-22,27.0,1,2788918.0,2651220.0
leon avdullahu,Leon Avdullahu,Hoffenheim,GER1,MF,2026-27,22.0,2,25326254.0,21354598.0
leon bailey,Leon Bailey,Roma,ITA1,FW,2025-26,28.0,7,15483092.0,11346112.0
leon chiwome,Leon Chiwome,Wolves,ENG1,FW,2023-24,17.0,1,1871525.0,2532936.0
leon dajaku,Leon Dajaku,Union Berlin,GER1,FW,2020-21,19.0,1,2961071.0,3693946.0
leon goretzka,Leon Goretzka,Bayern Munich,GER1,MF,2025-26,30.0,6,13915046.0,8627766.0
leon opitz,Leon Opitz,Werder Bremen,GER1,MF,2023-24,18.0,1,1405670.0,1979683.0
leonardo balerdi,Leonardo Balerdi,Roma,ITA1,DF,2026-27,27.0,7,11917081.0,8920136.0
leonardo bittencourt,Leonardo Bittencourt,Werder Bremen,GER1,MF,2025-26,31.0,5,1059499.0,899477.0
